Car_Brand,Car_Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner
Hyundai,EON,2015,250000,30000,Petrol,Individual,Manual,First Owner
Tata,Sumo,2016,509999,42000,Diesel,Individual,Manual,First Owner
Honda,City,2014,520000,110000,Diesel,Individual,Manual,First Owner
Tata,Indica,2005,100000,100000,Diesel,Individual,Manual,First Owner
Tata,Indigo,2009,130000,110000,Diesel,Individual,Manual,Third Owner
Ford,EcoSport,2018,950000,27620,Diesel,Dealer,Manual,First Owner
Ford,Figo,2015,450000,70000,Petrol,Individual,Manual,First Owner
Honda,City,2012,320000,50000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2015,480000,50000,Diesel,Individual,Manual,First Owner
Toyota,Innova,2012,790000,82000,Diesel,Individual,Manual,First Owner
Maruti,Omni,2016,120000,120000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2006,75000,80000,Petrol,Individual,Manual,Third Owner
Tata,Indica,2010,99000,70000,Petrol,Individual,Manual,First Owner
Maruti,S-Cross,2018,1015000,20000,Diesel,Individual,Manual,First Owner
Toyota,Innova,2011,520000,120000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2018,1100000,30000,Diesel,Individual,Automatic,First Owner
Maruti,Swift,2016,525000,60000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2016,500000,40000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2016,675000,161327,Diesel,Individual,Manual,First Owner
Hyundai,i10,2009,150000,60000,Petrol,Individual,Manual,Third Owner
Mahindra,Bolero,2007,250000,50000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2018,450000,6000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2009,150000,68000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2012,200000,85000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2011,525000,70000,Diesel,Individual,Automatic,First Owner
Maruti,Swift,2010,180000,100000,Diesel,Individual,Manual,Second Owner
Honda,Amaze,2015,475000,110000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2015,285000,46000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2008,91200,60000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2015,400000,42000,Diesel,Individual,Manual,First Owner
Hyundai,Santro,2006,160000,90000,Petrol,Individual,Automatic,Second Owner
Skoda,Yeti,2012,650000,85000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,409999,120000,Diesel,Individual,Manual,Third Owner
Ford,Ecosport,2013,425000,72000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2013,250000,71000,CNG,Individual,Manual,Second Owner
Maruti,Swift,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Volkswagen,Polo,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,Eeco,2017,260000,30000,Petrol,Dealer,Manual,First Owner
Hyundai,Verna,2007,155000,65000,Petrol,Dealer,Manual,First Owner
Honda,Jazz,2015,450000,38000,Diesel,Individual,Manual,First Owner
Maruti,SX4,2012,220000,90000,Petrol,Individual,Manual,Second Owner
Hyundai,i20,2018,650000,37000,Diesel,Dealer,Manual,First Owner
Maruti,Alto,2018,285000,30000,Petrol,Dealer,Manual,First Owner
Honda,Amaze,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
Maruti,Ciaz,2016,625000,30000,Petrol,Dealer,Manual,First Owner
Hyundai,i20,2016,550000,23000,Petrol,Dealer,Manual,First Owner
Hyundai,i10,2012,240000,40000,Petrol,Dealer,Manual,First Owner
Nissan,Terrano,2014,600000,27000,Diesel,Dealer,Manual,First Owner
Tata,New,2012,350000,65000,Diesel,Dealer,Manual,First Owner
Hyundai,EON,2015,245000,32000,Petrol,Dealer,Manual,First Owner
Mahindra,Bolero,2016,600000,56000,Diesel,Dealer,Manual,First Owner
Mahindra,Scorpio,2014,620000,80000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2014,395000,52000,Petrol,Dealer,Manual,Second Owner
Maruti,Ertiga,2014,635000,13250,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2011,180000,36000,Petrol,Dealer,Manual,First Owner
Maruti,Swift,2015,484999,73000,Diesel,Dealer,Manual,Second Owner
Maruti,Alto,2004,110000,60000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2006,150000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet,Tavera,2012,400000,110000,Diesel,Individual,Manual,First Owner
Tata,Indica,2012,200000,70000,Diesel,Individual,Manual,Second Owner
Renault,Duster,2013,302000,60000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,Wagon,2004,155000,80000,Petrol,Individual,Manual,Second Owner
Toyota,Innova,2014,1000000,101000,Diesel,Individual,Manual,Second Owner
Mahindra,Bolero,2018,550000,44000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2006,200000,45000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2017,750000,120000,Diesel,Individual,Manual,First Owner
Maruti,Zen,2005,90000,90000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2007,80000,120000,Petrol,Individual,Manual,Second Owner
Hyundai,EON,2013,229999,13500,Petrol,Individual,Manual,First Owner
Renault,KWID,2017,350000,10000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2015,325000,25000,Petrol,Individual,Manual,Third Owner
Tata,Tigor,2018,450000,8500,Petrol,Individual,Manual,First Owner
Maruti,SX4,2012,250000,120000,Diesel,Individual,Manual,First Owner
Volkswagen,Polo,2012,225000,120000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2009,150000,90246,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2008,110000,90000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2010,150000,40000,Petrol,Individual,Manual,Second Owner
Renault,Duster,2017,610000,32000,Diesel,Individual,Manual,Second Owner
Tata,Manza,2013,170000,60400,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2008,150000,70950,Diesel,Individual,Manual,Second Owner
Hyundai,Xcent,2015,375000,72000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2013,390000,90000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2017,600000,10000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2014,204999,25000,Petrol,Individual,Manual,Second Owner
Hyundai,Verna,2009,270000,80000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2017,375000,10000,Petrol,Individual,Manual,First Owner
Maruti,Baleno,2020,700000,1100,Petrol,Individual,Manual,First Owner
Maruti,Swift,2017,455000,40000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2017,375000,10000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2014,341000,31491,Petrol,Individual,Manual,First Owner
Maruti,Swift,2014,200000,107143,Diesel,Individual,Manual,Second Owner
Maruti,Ignis,2017,450000,15000,Petrol,Individual,Automatic,First Owner
Hyundai,Santro,2012,170000,50000,Petrol,Individual,Manual,Second Owner
Mahindra,Bolero,2016,500000,60000,Diesel,Individual,Manual,First Owner
Maruti,Vitara,2016,819999,85000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,351000,40000,Petrol,Individual,Manual,Second Owner
Hyundai,i10,2011,195000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2008,250000,82000,Diesel,Individual,Manual,Second Owner
Maruti,Zen,2008,120000,70000,Petrol,Individual,Manual,Second Owner
Maruti,A-Star,2009,180000,70000,Petrol,Individual,Manual,Third Owner
Mahindra,KUV,2016,430000,20000,Diesel,Individual,Manual,First Owner
Tata,Nano,2012,75000,35000,Petrol,Individual,Manual,Second Owner
Mahindra,Xylo,2017,750000,80000,Diesel,Individual,Manual,First Owner
Tata,Nano,2011,60000,40000,Petrol,Individual,Manual,First Owner
Mahindra,Bolero,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,TUV,2016,630000,50000,Diesel,Individual,Manual,First Owner
Tata,Safari,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2012,190000,60000,Petrol,Individual,Manual,Second Owner
Maruti,Baleno,2018,550000,25000,Petrol,Individual,Automatic,First Owner
Maruti,Alto,2012,200000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet,Spark,2011,165000,60000,Petrol,Individual,Manual,First Owner
Ford,Figo,2013,260000,65000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2011,151000,40000,Petrol,Individual,Manual,First Owner
Maruti,Vitara,2018,780000,50000,Diesel,Individual,Manual,First Owner
Tata,Indica,2012,175000,80000,Diesel,Individual,Manual,Third Owner
Tata,Indica,2010,170000,107500,Diesel,Dealer,Manual,First Owner
Tata,Indica,2013,210000,135000,Diesel,Dealer,Manual,Second Owner
Maruti,Alto,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
Hyundai,i20,2016,535000,55838,Petrol,Dealer,Manual,First Owner
Maruti,Swift,2007,195000,112880,Diesel,Dealer,Manual,First Owner
Tata,Indica,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Nissan,Sunny,2012,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai,Verna,2013,425000,66000,Petrol,Individual,Manual,First Owner
Renault,KWID,2017,300000,30300,Petrol,Individual,Manual,First Owner
Volkswagen,Vento,2013,340000,85000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2009,250000,80659,Petrol,Dealer,Manual,First Owner
Chevrolet,Aveo,2008,170000,81324,Petrol,Dealer,Manual,First Owner
Honda,Amaze,2013,315000,127884,Diesel,Dealer,Manual,First Owner
Chevrolet,Beat,2015,200000,50000,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2016,300000,25000,Petrol,Individual,Manual,First Owner
Honda,Amaze,2015,300000,66755,Diesel,Dealer,Manual,First Owner
Honda,City,2013,380000,123084,Petrol,Dealer,Manual,First Owner
Honda,Amaze,2013,310000,95851,Diesel,Dealer,Manual,First Owner
Maruti,Wagon,2010,260000,50000,Petrol,Individual,Manual,First Owner
Maruti,Omni,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti,Esteem,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2015,280000,15000,Petrol,Individual,Manual,Second Owner
Mahindra,Xylo,2016,850000,40000,Diesel,Individual,Manual,First Owner
Datsun,GO,2017,375000,20000,Petrol,Individual,Manual,Second Owner
Hyundai,Elantra,2006,125000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet,Beat,2012,250000,110000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2011,220000,70000,Diesel,Individual,Manual,First Owner
Tata,Indica,2010,110000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2007,150000,84000,Petrol,Individual,Manual,Second Owner
Datsun,RediGO,2017,220000,40000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2006,75000,96000,Petrol,Individual,Manual,Second Owner
Tata,Indigo,2009,100000,20000,Diesel,Individual,Manual,First Owner
Ford,Figo,2016,380000,15000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2007,100000,50000,Petrol,Individual,Manual,First Owner
Volkswagen,Passat,2010,480000,80000,Petrol,Individual,Manual,Second Owner
Toyota,Etios,2012,300000,124000,Diesel,Individual,Manual,First Owner
Chevrolet,Beat,2013,190000,70000,Diesel,Individual,Manual,First Owner
Ford,Figo,2012,190000,130000,Diesel,Individual,Manual,Second Owner
Ford,EcoSport,2017,650000,19014,Petrol,Dealer,Manual,First Owner
Toyota,Corolla,2009,300000,23262,Petrol,Dealer,Manual,First Owner
Ford,Freestyle,2016,700000,29600,Diesel,Dealer,Manual,First Owner
Hyundai,i10,2015,310000,35925,Petrol,Dealer,Manual,First Owner
Maruti,Ignis,2018,500000,12000,Petrol,Individual,Manual,First Owner
Toyota,Etios,2013,415000,40771,Petrol,Dealer,Manual,First Owner
Maruti,Celerio,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
Toyota,Etios,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
Toyota,Corolla,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
Renault,Duster,2014,550000,66569,Diesel,Dealer,Manual,First Owner
Volkswagen,Polo,2014,415000,81358,Diesel,Dealer,Manual,First Owner
Volkswagen,Polo,2015,450000,82695,Diesel,Dealer,Manual,First Owner
Ford,Figo,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
Honda,Jazz,2016,580000,32000,Petrol,Dealer,Automatic,First Owner
Hyundai,Verna,2018,1200000,60000,Diesel,Individual,Manual,First Owner
Maruti,800,2006,78000,64700,Petrol,Individual,Manual,First Owner
Tata,Zest,2016,400000,88470,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2016,850000,75000,Diesel,Individual,Manual,First Owner
Volkswagen,Vento,2013,450000,120000,Diesel,Individual,Manual,Second Owner
Toyota,Etios,2017,780000,70000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2020,350000,1000,Petrol,Individual,Manual,First Owner
Mahindra,Quanto,2013,285000,120000,Diesel,Individual,Manual,Second Owner
Volkswagen,Vento,2015,525000,98000,Diesel,Dealer,Manual,First Owner
Maruti,Ciaz,2014,550000,90000,Diesel,Dealer,Manual,Second Owner
Volkswagen,Ameo,2018,580000,70000,Diesel,Individual,Manual,First Owner
Tata,Nano,2013,75000,25000,Petrol,Individual,Manual,Third Owner
Tata,Manza,2009,185000,60000,Diesel,Individual,Manual,Third Owner
Maruti,Omni,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Volkswagen,Polo,2010,350000,110000,Diesel,Individual,Manual,Second Owner
Chevrolet,Optra,2005,60000,126000,Petrol,Individual,Manual,Second Owner
Mahindra,TUV,2018,695000,70000,Diesel,Individual,Manual,First Owner
Maruti,Zen,2007,135000,74183,Petrol,Individual,Manual,Second Owner
Mahindra,Bolero,2015,640000,70000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2014,160000,90000,Petrol,Individual,Manual,First Owner
Tata,Indica,2004,80000,46000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2013,340000,110000,Diesel,Individual,Manual,Second Owner
Maruti,Ritz,2012,110000,80000,Diesel,Individual,Manual,Second Owner
Tata,Sumo,2013,250000,90000,Diesel,Individual,Manual,Second Owner
Mahindra,Quanto,2014,250000,1,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,Bolero,2007,225000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2015,275000,60000,Petrol,Individual,Manual,Second Owner
Tata,Sumo,2012,320000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2008,75000,120000,Petrol,Individual,Manual,First Owner
Tata,Indica,2007,85000,50000,Petrol,Individual,Manual,Second Owner
Tata,Indica,2009,90000,120000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2007,85000,80000,Petrol,Individual,Manual,Second Owner
Mahindra,Scorpio,2008,350000,80000,Diesel,Individual,Manual,Second Owner
Skoda,Superb,2009,355000,100000,Diesel,Individual,Automatic,Second Owner
Maruti,Swift,2020,619000,1500,Petrol,Individual,Manual,First Owner
Tata,Indica,2006,55000,100000,Diesel,Individual,Manual,Second Owner
Ford,Fiesta,2006,95000,83411,Petrol,Individual,Manual,First Owner
Volkswagen,Vento,2011,300000,120000,Diesel,Individual,Manual,Second Owner
Ford,Fiesta,2006,81000,83411,Petrol,Individual,Manual,First Owner
Skoda,Superb,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner
Maruti,Ertiga,2019,925000,50000,Diesel,Individual,Manual,First Owner
Mahindra,Bolero,2015,450000,40000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2014,600000,13270,Diesel,Individual,Manual,First Owner
Hyundai,Santro,2006,85000,100000,Petrol,Individual,Automatic,Third Owner
Mahindra,Thar,2016,700000,50000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2017,486000,26500,Petrol,Individual,Manual,First Owner
Maruti,Swift,2013,400000,90000,Diesel,Individual,Manual,First Owner
Ford,Fiesta,2008,120000,100000,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2018,275000,35000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2016,580000,57000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2015,375000,70000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2015,229999,100000,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2010,110000,88000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2017,600000,60000,Diesel,Individual,Manual,First Owner
Maruti,A-Star,2009,120000,76000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2010,200000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,450000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,550000,80000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2012,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti,800,2001,40000,30000,Petrol,Individual,Manual,First Owner
Renault,KWID,2017,300000,20000,Petrol,Individual,Automatic,First Owner
Mahindra,Bolero,2018,630000,40000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2017,610000,40000,Diesel,Individual,Manual,Second Owner
Hyundai,Xcent,2019,660000,7000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2012,220000,80000,LPG,Individual,Manual,Second Owner
Nissan,Micra,2011,138000,90000,Diesel,Individual,Manual,Second Owner
Nissan,Micra,2013,210000,13770,Diesel,Individual,Manual,First Owner
Maruti,Zen,2005,125000,34000,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2008,125000,102000,Petrol,Dealer,Manual,First Owner
Honda,City,2014,725000,110000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2011,170000,90000,Petrol,Individual,Manual,Second Owner
Toyota,Innova,2015,1200000,70000,Diesel,Individual,Manual,Third Owner
Maruti,Wagon,2003,70000,90000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2007,100000,70000,Petrol,Individual,Manual,Second Owner
Honda,Civic,2006,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2013,450000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2015,530000,100000,Diesel,Individual,Manual,First Owner
Maruti,Zen,2007,100000,143000,Petrol,Individual,Manual,Third Owner
Honda,City,2010,350000,115000,Petrol,Individual,Manual,Second Owner
Tata,Manza,2011,165000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2019,475000,120000,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2013,350000,42000,Diesel,Individual,Manual,First Owner
Renault,KWID,2016,229999,38000,Petrol,Individual,Manual,First Owner
Honda,WR-V,2018,800000,35000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,475000,120000,Diesel,Individual,Manual,Second Owner
Nissan,Terrano,2014,425000,136906,Diesel,Individual,Manual,First Owner
Maruti,Ciaz,2015,660000,97000,Diesel,Individual,Manual,Second Owner
Honda,Amaze,2019,610000,10000,Petrol,Individual,Automatic,First Owner
Honda,Brio,2013,240000,50000,Petrol,Individual,Manual,Third Owner
Maruti,Esteem,2005,70000,60000,Petrol,Individual,Manual,Second Owner
Toyota,Corolla,2011,550000,120000,Diesel,Individual,Manual,First Owner
Tata,Indica,2010,100000,120000,Petrol,Individual,Manual,Second Owner
Mahindra,Bolero,2010,350000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,EON,2013,200000,120000,Petrol,Individual,Manual,First Owner
Hyundai,Elite,2019,720000,3000,Petrol,Individual,Automatic,First Owner
Maruti,Ritz,2014,350000,133000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2016,400000,25000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2017,570000,35000,Petrol,Individual,Manual,First Owner
Maruti,Omni,2015,130000,70000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2016,210000,52000,Petrol,Individual,Manual,First Owner
Hyundai,Creta,2018,800000,52000,Diesel,Individual,Manual,First Owner
Honda,Jazz,2017,700000,39000,Diesel,Individual,Manual,First Owner
Tata,Indica,2011,200000,28689,Diesel,Individual,Manual,First Owner
Tata,Aria,2014,495000,90000,Diesel,Individual,Manual,Second Owner
Ford,Fiesta,2014,325000,80322,Diesel,Dealer,Manual,First Owner
Ford,Freestyle,2019,650000,8000,Petrol,Individual,Manual,First Owner
Maruti,800,2007,75000,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2015,350000,61658,Diesel,Dealer,Manual,First Owner
Maruti,Zen,2010,90000,50000,Petrol,Individual,Manual,Third Owner
Maruti,Ertiga,2016,600000,80000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,370000,57000,Diesel,Individual,Manual,Second Owner
Honda,City,2004,125000,120000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2019,650000,20000,Petrol,Individual,Automatic,First Owner
Maruti,Ertiga,2017,800000,30600,Petrol,Individual,Automatic,First Owner
Volkswagen,Polo,2020,802000,5000,Petrol,Individual,Manual,First Owner
Hyundai,Xcent,2016,430000,35000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2017,650000,23000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2004,170000,120000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2013,250000,87000,Petrol,Individual,Manual,First Owner
Ford,Ecosport,2014,550000,72000,Petrol,Individual,Manual,Second Owner
Maruti,Zen,2007,140000,100000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2012,155000,12000,Petrol,Individual,Manual,First Owner
Hyundai,Accent,2010,120000,67000,Petrol,Individual,Manual,Third Owner
Toyota,Innova,2012,287000,70000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2016,675000,60000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2011,235000,74500,Petrol,Individual,Manual,Second Owner
Hyundai,i20,2011,300000,118700,Diesel,Individual,Manual,Second Owner
Nissan,Micra,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
Toyota,Corolla,2006,160000,140000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2020,600000,5000,Petrol,Individual,Manual,First Owner
Chevrolet,Tavera,2016,470000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2011,300000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Baleno,2018,600000,2000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2020,640000,4000,Petrol,Individual,Automatic,First Owner
Tata,Indica,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai,Verna,2015,600000,35000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2014,290000,29000,LPG,Individual,Manual,First Owner
Hyundai,Verna,2015,600000,30000,Petrol,Individual,Manual,First Owner
Tata,Manza,2012,190000,120000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2008,160000,110000,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2017,325000,15000,Petrol,Individual,Manual,First Owner
Mahindra,Bolero,2006,200000,73756,Diesel,Individual,Manual,First Owner
Chevrolet,Spark,2011,125000,60000,Petrol,Individual,Manual,Third Owner
Hyundai,i10,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai,i20,2015,550000,90000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti,800,2002,80000,70000,Petrol,Individual,Manual,Second Owner
Toyota,Etios,2015,500000,80000,Diesel,Individual,Manual,Second Owner
Renault,KWID,2019,250000,27000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2012,580000,70000,Diesel,Individual,Manual,First Owner
Daewoo,Matiz,2002,60000,50000,Petrol,Individual,Manual,First Owner
Ford,Figo,2014,200000,90000,Diesel,Individual,Manual,Second Owner
Tata,Hexa,2017,1200000,16400,Diesel,Individual,Manual,First Owner
Toyota,Etios,2015,350000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,XUV500,2012,600000,80000,Diesel,Individual,Manual,Second Owner
Honda,Jazz,2019,650000,4000,Petrol,Individual,Manual,First Owner
Maruti,A-Star,2008,120000,40000,Petrol,Individual,Manual,First Owner
Tata,New,2010,180000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2018,950000,41395,Petrol,Individual,Automatic,First Owner
Tata,Manza,2012,250999,35000,Diesel,Individual,Manual,Second Owner
Chevrolet,Beat,2013,165000,50000,Petrol,Individual,Manual,First Owner
Hyundai,Elantra,2015,700000,48000,Petrol,Dealer,Manual,First Owner
Mahindra,XUV500,2015,750000,53000,Diesel,Dealer,Manual,First Owner
Datsun,redi-GO,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
Tata,Nano,2014,45000,7000,Petrol,Individual,Manual,Second Owner
Skoda,Superb,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Nissan,Terrano,2015,530000,55000,Diesel,Dealer,Manual,First Owner
Chevrolet,Enjoy,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Honda,Amaze,2015,400000,60000,Diesel,Dealer,Manual,First Owner
Mahindra,KUV,2017,380000,71000,Diesel,Dealer,Manual,First Owner
Honda,City,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
Honda,Brio,2017,390000,45000,Petrol,Dealer,Manual,First Owner
Renault,Scala,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Chevrolet,Beat,2013,210000,80000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,575000,89550,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2010,320000,90000,Diesel,Individual,Manual,Third Owner
Maruti,Swift,2010,280000,149500,Diesel,Individual,Manual,Third Owner
Ford,Fiesta,2013,380000,83000,Diesel,Dealer,Manual,First Owner
Maruti,800,2005,120000,20000,Petrol,Individual,Manual,Second Owner
Maruti,Eeco,2018,395000,20000,Petrol,Individual,Manual,First Owner
Skoda,Laura,2010,360000,160000,Diesel,Individual,Manual,First Owner
Nissan,Terrano,2015,451000,100000,Diesel,Individual,Manual,First Owner
Chevrolet,Spark,2010,175000,45000,Petrol,Individual,Manual,Second Owner
Chevrolet,Spark,2009,170000,44800,Petrol,Individual,Manual,Second Owner
Hyundai,Santro,2006,100000,40000,Petrol,Individual,Manual,Second Owner
Maruti,Omni,2014,150000,120000,Petrol,Individual,Manual,Third Owner
Tata,Indica,2011,149000,10000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2011,160000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,XUV500,2014,800000,156000,Diesel,Individual,Manual,First Owner
Toyota,Innova,2010,819999,120000,Diesel,Individual,Manual,Second Owner
Maruti,Baleno,2007,163000,100000,Petrol,Individual,Manual,Second Owner
Mercedes-Benz,E-Class,2001,350000,100000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2006,75000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2012,180000,60000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2017,675000,30000,Diesel,Individual,Manual,First Owner
Volkswagen,Polo,2013,434999,100000,Diesel,Individual,Manual,Second Owner
Tata,Indigo,2006,100000,110000,Petrol,Individual,Manual,Second Owner
Tata,Indica,2009,200000,100000,Petrol,Individual,Manual,First Owner
Renault,Scala,2014,400000,35000,Diesel,Individual,Manual,First Owner
Ford,EcoSport,2018,790000,40000,Diesel,Individual,Manual,Second Owner
Renault,Duster,2015,500000,90000,Diesel,Individual,Manual,Second Owner
Skoda,Rapid,2012,275000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2012,450000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2016,360000,33000,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2010,210000,25000,Petrol,Individual,Manual,First Owner
